Temperature,Date,Country
80,8/1/1999,"Micronesia, Federated States of"
80,9/1/1999,"Micronesia, Federated States of"
80,10/1/1999,"Micronesia, Federated States of"
80,11/1/1999,"Micronesia, Federated States of"
80,12/1/1999,"Micronesia, Federated States of"
80,1/1/2000,"Micronesia, Federated States of"
80,2/1/2000,"Micronesia, Federated States of"
81,3/1/2000,"Micronesia, Federated States of"
81,4/1/2000,"Micronesia, Federated States of"
81,5/1/2000,"Micronesia, Federated States of"
81,6/1/2000,"Micronesia, Federated States of"
80,7/1/2000,"Micronesia, Federated States of"
80,8/1/2000,"Micronesia, Federated States of"
81,9/1/2000,"Micronesia, Federated States of"
80,10/1/2000,"Micronesia, Federated States of"
81,11/1/2000,"Micronesia, Federated States of"
81,12/1/2000,"Micronesia, Federated States of"
80,1/1/2001,"Micronesia, Federated States of"
81,2/1/2001,"Micronesia, Federated States of"
82,3/1/2001,"Micronesia, Federated States of"
82,4/1/2001,"Micronesia, Federated States of"
81,5/1/2001,"Micronesia, Federated States of"
81,6/1/2001,"Micronesia, Federated States of"
81,7/1/2001,"Micronesia, Federated States of"
81,8/1/2001,"Micronesia, Federated States of"
81,9/1/2001,"Micronesia, Federated States of"
81,10/1/2001,"Micronesia, Federated States of"
81,11/1/2001,"Micronesia, Federated States of"
81,12/1/2001,"Micronesia, Federated States of"
81,1/1/2002,"Micronesia, Federated States of"
81,2/1/2002,"Micronesia, Federated States of"
82,3/1/2002,"Micronesia, Federated States of"
81,4/1/2002,"Micronesia, Federated States of"
81,5/1/2002,"Micronesia, Federated States of"
81,6/1/2002,"Micronesia, Federated States of"
81,7/1/2002,"Micronesia, Federated States of"
81,8/1/2002,"Micronesia, Federated States of"
81,9/1/2002,"Micronesia, Federated States of"
82,10/1/2002,"Micronesia, Federated States of"
81,11/1/2002,"Micronesia, Federated States of"
81,12/1/2002,"Micronesia, Federated States of"
81,1/1/2003,"Micronesia, Federated States of"
81,2/1/2003,"Micronesia, Federated States of"
81,3/1/2003,"Micronesia, Federated States of"
81,4/1/2003,"Micronesia, Federated States of"
81,5/1/2003,"Micronesia, Federated States of"
81,6/1/2003,"Micronesia, Federated States of"
80,7/1/2003,"Micronesia, Federated States of"
81,8/1/2003,"Micronesia, Federated States of"
80,9/1/2003,"Micronesia, Federated States of"
81,10/1/2003,"Micronesia, Federated States of"
81,11/1/2003,"Micronesia, Federated States of"
81,12/1/2003,"Micronesia, Federated States of"
82,1/1/2004,"Micronesia, Federated States of"
82,2/1/2004,"Micronesia, Federated States of"
81,3/1/2004,"Micronesia, Federated States of"
81,4/1/2004,"Micronesia, Federated States of"
81,5/1/2004,"Micronesia, Federated States of"
81,6/1/2004,"Micronesia, Federated States of"
81,7/1/2004,"Micronesia, Federated States of"
81,8/1/2004,"Micronesia, Federated States of"
81,9/1/2004,"Micronesia, Federated States of"
81,10/1/2004,"Micronesia, Federated States of"
81,11/1/2004,"Micronesia, Federated States of"
81,12/1/2004,"Micronesia, Federated States of"
81,1/1/2005,"Micronesia, Federated States of"
82,2/1/2005,"Micronesia, Federated States of"
81,3/1/2005,"Micronesia, Federated States of"
82,4/1/2005,"Micronesia, Federated States of"
82,5/1/2005,"Micronesia, Federated States of"
81,6/1/2005,"Micronesia, Federated States of"
81,7/1/2005,"Micronesia, Federated States of"
81,8/1/2005,"Micronesia, Federated States of"
81,9/1/2005,"Micronesia, Federated States of"
81,10/1/2005,"Micronesia, Federated States of"
82,11/1/2005,"Micronesia, Federated States of"
82,12/1/2005,"Micronesia, Federated States of"
81,1/1/2006,"Micronesia, Federated States of"
82,2/1/2006,"Micronesia, Federated States of"
81,3/1/2006,"Micronesia, Federated States of"
82,4/1/2006,"Micronesia, Federated States of"
81,5/1/2006,"Micronesia, Federated States of"
81,6/1/2006,"Micronesia, Federated States of"
80,7/1/2006,"Micronesia, Federated States of"
81,8/1/2006,"Micronesia, Federated States of"
81,9/1/2006,"Micronesia, Federated States of"
81,10/1/2006,"Micronesia, Federated States of"
81,11/1/2006,"Micronesia, Federated States of"
82,12/1/2006,"Micronesia, Federated States of"
82,1/1/2007,"Micronesia, Federated States of"
81,2/1/2007,"Micronesia, Federated States of"
81,3/1/2007,"Micronesia, Federated States of"
81,4/1/2007,"Micronesia, Federated States of"
81,5/1/2007,"Micronesia, Federated States of"
82,6/1/2007,"Micronesia, Federated States of"
81,7/1/2007,"Micronesia, Federated States of"
81,8/1/2007,"Micronesia, Federated States of"
80,9/1/2007,"Micronesia, Federated States of"
80,10/1/2007,"Micronesia, Federated States of"
81,11/1/2007,"Micronesia, Federated States of"
81,12/1/2007,"Micronesia, Federated States of"
81,1/1/2008,"Micronesia, Federated States of"
81,2/1/2008,"Micronesia, Federated States of"
81,3/1/2008,"Micronesia, Federated States of"
81,4/1/2008,"Micronesia, Federated States of"
80,5/1/2008,"Micronesia, Federated States of"
81,6/1/2008,"Micronesia, Federated States of"
80,7/1/2008,"Micronesia, Federated States of"
81,8/1/2008,"Micronesia, Federated States of"
79,9/1/2008,"Micronesia, Federated States of"
80,10/1/2008,"Micronesia, Federated States of"
82,11/1/2008,"Micronesia, Federated States of"
81,12/1/2008,"Micronesia, Federated States of"
81,1/1/2009,"Micronesia, Federated States of"
81,2/1/2009,"Micronesia, Federated States of"
80,3/1/2009,"Micronesia, Federated States of"
82,4/1/2009,"Micronesia, Federated States of"
81,5/1/2009,"Micronesia, Federated States of"
81,6/1/2009,"Micronesia, Federated States of"
81,7/1/2009,"Micronesia, Federated States of"
82,8/1/2009,"Micronesia, Federated States of"
80,9/1/2009,"Micronesia, Federated States of"
81,10/1/2009,"Micronesia, Federated States of"
81,11/1/2009,"Micronesia, Federated States of"
81,12/1/2009,"Micronesia, Federated States of"
81,1/1/2010,"Micronesia, Federated States of"
81,2/1/2010,"Micronesia, Federated States of"
81,3/1/2010,"Micronesia, Federated States of"
81,4/1/2010,"Micronesia, Federated States of"
81,5/1/2010,"Micronesia, Federated States of"
81,6/1/2010,"Micronesia, Federated States of"
80,7/1/2010,"Micronesia, Federated States of"
81,8/1/2010,"Micronesia, Federated States of"
80,9/1/2010,"Micronesia, Federated States of"
81,10/1/2010,"Micronesia, Federated States of"
81,11/1/2010,"Micronesia, Federated States of"
81,12/1/2010,"Micronesia, Federated States of"
81,1/1/2011,"Micronesia, Federated States of"
81,2/1/2011,"Micronesia, Federated States of"
81,3/1/2011,"Micronesia, Federated States of"
82,4/1/2011,"Micronesia, Federated States of"
81,5/1/2011,"Micronesia, Federated States of"
80,6/1/2011,"Micronesia, Federated States of"
81,7/1/2011,"Micronesia, Federated States of"
81,8/1/2011,"Micronesia, Federated States of"
81,9/1/2011,"Micronesia, Federated States of"
81,10/1/2011,"Micronesia, Federated States of"
80,11/1/2011,"Micronesia, Federated States of"
81,12/1/2011,"Micronesia, Federated States of"
82,1/1/2012,"Micronesia, Federated States of"
80,2/1/2012,"Micronesia, Federated States of"
80,3/1/2012,"Micronesia, Federated States of"
81,4/1/2012,"Micronesia, Federated States of"
81,5/1/2012,"Micronesia, Federated States of"
81,6/1/2012,"Micronesia, Federated States of"
81,7/1/2012,"Micronesia, Federated States of"
82,8/1/2012,"Micronesia, Federated States of"
82,9/1/2012,"Micronesia, Federated States of"
81,10/1/2012,"Micronesia, Federated States of"
82,11/1/2012,"Micronesia, Federated States of"
82,12/1/2012,"Micronesia, Federated States of"
82,1/1/2013,"Micronesia, Federated States of"
83,2/1/2013,"Micronesia, Federated States of"
82,3/1/2013,"Micronesia, Federated States of"
82,4/1/2013,"Micronesia, Federated States of"
83,5/1/2013,"Micronesia, Federated States of"
82,6/1/2013,"Micronesia, Federated States of"
82,7/1/2013,"Micronesia, Federated States of"
82,8/1/2013,"Micronesia, Federated States of"
82,9/1/2013,"Micronesia, Federated States of"
82,10/1/2013,"Micronesia, Federated States of"
81,11/1/2013,"Micronesia, Federated States of"
82,12/1/2013,"Micronesia, Federated States of"
81,1/1/2014,"Micronesia, Federated States of"
80,2/1/2014,"Micronesia, Federated States of"
81,3/1/2014,"Micronesia, Federated States of"
80,4/1/2014,"Micronesia, Federated States of"
81,5/1/2014,"Micronesia, Federated States of"
81,6/1/2014,"Micronesia, Federated States of"
81,7/1/2014,"Micronesia, Federated States of"
82,8/1/2014,"Micronesia, Federated States of"
82,9/1/2014,"Micronesia, Federated States of"
82,10/1/2014,"Micronesia, Federated States of"
82,11/1/2014,"Micronesia, Federated States of"
82,12/1/2014,"Micronesia, Federated States of"
81,1/1/2015,"Micronesia, Federated States of"
81,2/1/2015,"Micronesia, Federated States of"
82,3/1/2015,"Micronesia, Federated States of"
81,4/1/2015,"Micronesia, Federated States of"
81,5/1/2015,"Micronesia, Federated States of"
81,6/1/2015,"Micronesia, Federated States of"
81,7/1/2015,"Micronesia, Federated States of"
81,8/1/2015,"Micronesia, Federated States of"
81,9/1/2015,"Micronesia, Federated States of"
82,10/1/2015,"Micronesia, Federated States of"
82,11/1/2015,"Micronesia, Federated States of"
82,12/1/2015,"Micronesia, Federated States of"
78,1/1/1991,Gabon
78,2/1/1991,Gabon
79,3/1/1991,Gabon
78,4/1/1991,Gabon
78,5/1/1991,Gabon
76,6/1/1991,Gabon
73,7/1/1991,Gabon
74,8/1/1991,Gabon
76,9/1/1991,Gabon
77,10/1/1991,Gabon
77,11/1/1991,Gabon
76,12/1/1991,Gabon
78,1/1/1992,Gabon
79,2/1/1992,Gabon
79,3/1/1992,Gabon
79,4/1/1992,Gabon
78,5/1/1992,Gabon
74,6/1/1992,Gabon
72,7/1/1992,Gabon
72,8/1/1992,Gabon
75,9/1/1992,Gabon
77,10/1/1992,Gabon
77,11/1/1992,Gabon
76,12/1/1992,Gabon
78,1/1/1993,Gabon
78,2/1/1993,Gabon
78,3/1/1993,Gabon
78,4/1/1993,Gabon
78,5/1/1993,Gabon
75,6/1/1993,Gabon
74,7/1/1993,Gabon
74,8/1/1993,Gabon
76,9/1/1993,Gabon
78,10/1/1993,Gabon
77,11/1/1993,Gabon
77,12/1/1993,Gabon
78,1/1/1994,Gabon
79,2/1/1994,Gabon
78,3/1/1994,Gabon
78,4/1/1994,Gabon
78,5/1/1994,Gabon
75,6/1/1994,Gabon
73,7/1/1994,Gabon
74,8/1/1994,Gabon
76,9/1/1994,Gabon
77,10/1/1994,Gabon
77,11/1/1994,Gabon
77,12/1/1994,Gabon
78,1/1/1995,Gabon
78,2/1/1995,Gabon
78,3/1/1995,Gabon
79,4/1/1995,Gabon
78,5/1/1995,Gabon
76,6/1/1995,Gabon
75,7/1/1995,Gabon
75,8/1/1995,Gabon
77,9/1/1995,Gabon
78,10/1/1995,Gabon
78,11/1/1995,Gabon
77,12/1/1995,Gabon
78,1/1/1996,Gabon
78,2/1/1996,Gabon
78,3/1/1996,Gabon
79,4/1/1996,Gabon
78,5/1/1996,Gabon
75,6/1/1996,Gabon
74,7/1/1996,Gabon
74,8/1/1996,Gabon
77,9/1/1996,Gabon
77,10/1/1996,Gabon
77,11/1/1996,Gabon
77,12/1/1996,Gabon
77,1/1/1997,Gabon
78,2/1/1997,Gabon
78,3/1/1997,Gabon
78,4/1/1997,Gabon
77,5/1/1997,Gabon
74,6/1/1997,Gabon
73,7/1/1997,Gabon
73,8/1/1997,Gabon
76,9/1/1997,Gabon
79,10/1/1997,Gabon
79,11/1/1997,Gabon
78,12/1/1997,Gabon
79,1/1/1998,Gabon
81,2/1/1998,Gabon
80,3/1/1998,Gabon
80,4/1/1998,Gabon
79,5/1/1998,Gabon
77,6/1/1998,Gabon
76,7/1/1998,Gabon
75,8/1/1998,Gabon
78,9/1/1998,Gabon
78,10/1/1998,Gabon
79,11/1/1998,Gabon
78,12/1/1998,Gabon
79,1/1/1999,Gabon
79,2/1/1999,Gabon
80,3/1/1999,Gabon
79,4/1/1999,Gabon
78,5/1/1999,Gabon
77,6/1/1999,Gabon
75,7/1/1999,Gabon
73,8/1/1999,Gabon
76,9/1/1999,Gabon
78,10/1/1999,Gabon
77,11/1/1999,Gabon
77,12/1/1999,Gabon
79,1/1/2000,Gabon
78,2/1/2000,Gabon
80,3/1/2000,Gabon
79,4/1/2000,Gabon
79,5/1/2000,Gabon
76,6/1/2000,Gabon
73,7/1/2000,Gabon
75,8/1/2000,Gabon
77,9/1/2000,Gabon
78,10/1/2000,Gabon
78,11/1/2000,Gabon
77,12/1/2000,Gabon
79,1/1/2001,Gabon
79,2/1/2001,Gabon
80,3/1/2001,Gabon
79,4/1/2001,Gabon
79,5/1/2001,Gabon
77,6/1/2001,Gabon
75,7/1/2001,Gabon
74,8/1/2001,Gabon
76,9/1/2001,Gabon
77,10/1/2001,Gabon
78,11/1/2001,Gabon
79,12/1/2001,Gabon
78,1/1/2002,Gabon
79,2/1/2002,Gabon
80,3/1/2002,Gabon
80,4/1/2002,Gabon
80,5/1/2002,Gabon
77,6/1/2002,Gabon
75,7/1/2002,Gabon
75,8/1/2002,Gabon
76,9/1/2002,Gabon
78,10/1/2002,Gabon
77,11/1/2002,Gabon
78,12/1/2002,Gabon
79,1/1/2003,Gabon
80,2/1/2003,Gabon
79,3/1/2003,Gabon
80,4/1/2003,Gabon
79,5/1/2003,Gabon
75,6/1/2003,Gabon
74,7/1/2003,Gabon
75,8/1/2003,Gabon
78,9/1/2003,Gabon
78,10/1/2003,Gabon
78,11/1/2003,Gabon
78,12/1/2003,Gabon
79,1/1/2004,Gabon
79,2/1/2004,Gabon
80,3/1/2004,Gabon
80,4/1/2004,Gabon
78,5/1/2004,Gabon
75,6/1/2004,Gabon
74,7/1/2004,Gabon
76,8/1/2004,Gabon
77,9/1/2004,Gabon
78,10/1/2004,Gabon
79,11/1/2004,Gabon
77,12/1/2004,Gabon
79,1/1/2005,Gabon
80,2/1/2005,Gabon
79,3/1/2005,Gabon
80,4/1/2005,Gabon
79,5/1/2005,Gabon
75,6/1/2005,Gabon
74,7/1/2005,Gabon
75,8/1/2005,Gabon
78,9/1/2005,Gabon
78,10/1/2005,Gabon
78,11/1/2005,Gabon
78,12/1/2005,Gabon
79,1/1/2006,Gabon
79,2/1/2006,Gabon
79,3/1/2006,Gabon
80,4/1/2006,Gabon
79,5/1/2006,Gabon
77,6/1/2006,Gabon
75,7/1/2006,Gabon
75,8/1/2006,Gabon
77,9/1/2006,Gabon
79,10/1/2006,Gabon
77,11/1/2006,Gabon
77,12/1/2006,Gabon
79,1/1/2007,Gabon
79,2/1/2007,Gabon
80,3/1/2007,Gabon
79,4/1/2007,Gabon
79,5/1/2007,Gabon
76,6/1/2007,Gabon
74,7/1/2007,Gabon
75,8/1/2007,Gabon
77,9/1/2007,Gabon
78,10/1/2007,Gabon
77,11/1/2007,Gabon
77,12/1/2007,Gabon
78,1/1/2008,Gabon
78,2/1/2008,Gabon
79,3/1/2008,Gabon
79,4/1/2008,Gabon
79,5/1/2008,Gabon
76,6/1/2008,Gabon
74,7/1/2008,Gabon
75,8/1/2008,Gabon
77,9/1/2008,Gabon
78,10/1/2008,Gabon
78,11/1/2008,Gabon
77,12/1/2008,Gabon
78,1/1/2009,Gabon
79,2/1/2009,Gabon
80,3/1/2009,Gabon
80,4/1/2009,Gabon
79,5/1/2009,Gabon
76,6/1/2009,Gabon
74,7/1/2009,Gabon
75,8/1/2009,Gabon
77,9/1/2009,Gabon
78,10/1/2009,Gabon
77,11/1/2009,Gabon
78,12/1/2009,Gabon
79,1/1/2010,Gabon
80,2/1/2010,Gabon
80,3/1/2010,Gabon
80,4/1/2010,Gabon
79,5/1/2010,Gabon
76,6/1/2010,Gabon
75,7/1/2010,Gabon
75,8/1/2010,Gabon
77,9/1/2010,Gabon
79,10/1/2010,Gabon
78,11/1/2010,Gabon
77,12/1/2010,Gabon
78,1/1/2011,Gabon
78,2/1/2011,Gabon
80,3/1/2011,Gabon
80,4/1/2011,Gabon
79,5/1/2011,Gabon
76,6/1/2011,Gabon
75,7/1/2011,Gabon
75,8/1/2011,Gabon
77,9/1/2011,Gabon
78,10/1/2011,Gabon
77,11/1/2011,Gabon
77,12/1/2011,Gabon
79,1/1/2012,Gabon
78,2/1/2012,Gabon
79,3/1/2012,Gabon
80,4/1/2012,Gabon
79,5/1/2012,Gabon
76,6/1/2012,Gabon
74,7/1/2012,Gabon
75,8/1/2012,Gabon
77,9/1/2012,Gabon
77,10/1/2012,Gabon
78,11/1/2012,Gabon
78,12/1/2012,Gabon
79,1/1/2013,Gabon
79,2/1/2013,Gabon
80,3/1/2013,Gabon
80,4/1/2013,Gabon
79,5/1/2013,Gabon
76,6/1/2013,Gabon
74,7/1/2013,Gabon
74,8/1/2013,Gabon
77,9/1/2013,Gabon
78,10/1/2013,Gabon
78,11/1/2013,Gabon
77,12/1/2013,Gabon
80,1/1/2014,Gabon
79,2/1/2014,Gabon
80,3/1/2014,Gabon
80,4/1/2014,Gabon
79,5/1/2014,Gabon
76,6/1/2014,Gabon
74,7/1/2014,Gabon
74,8/1/2014,Gabon
76,9/1/2014,Gabon
78,10/1/2014,Gabon
78,11/1/2014,Gabon
78,12/1/2014,Gabon
79,1/1/2015,Gabon
79,2/1/2015,Gabon
80,3/1/2015,Gabon
80,4/1/2015,Gabon
79,5/1/2015,Gabon
75,6/1/2015,Gabon
75,7/1/2015,Gabon
75,8/1/2015,Gabon
76,9/1/2015,Gabon
78,10/1/2015,Gabon
78,11/1/2015,Gabon
78,12/1/2015,Gabon
21,1/1/1991,Georgia
23,2/1/1991,Georgia
31,3/1/1991,Georgia
46,4/1/1991,Georgia
51,5/1/1991,Georgia
57,6/1/1991,Georgia
64,7/1/1991,Georgia
66,8/1/1991,Georgia
57,9/1/1991,Georgia
49,10/1/1991,Georgia
36,11/1/1991,Georgia
23,12/1/1991,Georgia
18,1/1/1992,Georgia
19,2/1/1992,Georgia
31,3/1/1992,Georgia
42,4/1/1992,Georgia
49,5/1/1992,Georgia
57,6/1/1992,Georgia
62,7/1/1992,Georgia
64,8/1/1992,Georgia
55,9/1/1992,Georgia
46,10/1/1992,Georgia
34,11/1/1992,Georgia
22,12/1/1992,Georgia
18,1/1/1993,Georgia
19,2/1/1993,Georgia
31,3/1/1993,Georgia
41,4/1/1993,Georgia
51,5/1/1993,Georgia
57,6/1/1993,Georgia
62,7/1/1993,Georgia
64,8/1/1993,Georgia
56,9/1/1993,Georgia
45,10/1/1993,Georgia
36,11/1/1993,Georgia
25,12/1/1993,Georgia
24,1/1/1994,Georgia
17,2/1/1994,Georgia
32,3/1/1994,Georgia
47,4/1/1994,Georgia
52,5/1/1994,Georgia
58,6/1/1994,Georgia
64,7/1/1994,Georgia
63,8/1/1994,Georgia
62,9/1/1994,Georgia
49,10/1/1994,Georgia
35,11/1/1994,Georgia
20,12/1/1994,Georgia
23,1/1/1995,Georgia
27,2/1/1995,Georgia
34,3/1/1995,Georgia
45,4/1/1995,Georgia
55,5/1/1995,Georgia
62,6/1/1995,Georgia
65,7/1/1995,Georgia
66,8/1/1995,Georgia
59,9/1/1995,Georgia
45,10/1/1995,Georgia
36,11/1/1995,Georgia
25,12/1/1995,Georgia
19,1/1/1996,Georgia
23,2/1/1996,Georgia
29,3/1/1996,Georgia
40,4/1/1996,Georgia
56,5/1/1996,Georgia
57,6/1/1996,Georgia
67,7/1/1996,Georgia
65,8/1/1996,Georgia
57,9/1/1996,Georgia
47,10/1/1996,Georgia
36,11/1/1996,Georgia
30,12/1/1996,Georgia
23,1/1/1997,Georgia
22,2/1/1997,Georgia
28,3/1/1997,Georgia
43,4/1/1997,Georgia
55,5/1/1997,Georgia
61,6/1/1997,Georgia
64,7/1/1997,Georgia
66,8/1/1997,Georgia
53,9/1/1997,Georgia
49,10/1/1997,Georgia
35,11/1/1997,Georgia
27,12/1/1997,Georgia
20,1/1/1998,Georgia
21,2/1/1998,Georgia
31,3/1/1998,Georgia
49,4/1/1998,Georgia
54,5/1/1998,Georgia
64,6/1/1998,Georgia
67,7/1/1998,Georgia
68,8/1/1998,Georgia
59,9/1/1998,Georgia
49,10/1/1998,Georgia
38,11/1/1998,Georgia
27,12/1/1998,Georgia
25,1/1/1999,Georgia
27,2/1/1999,Georgia
34,3/1/1999,Georgia
45,4/1/1999,Georgia
50,5/1/1999,Georgia
61,6/1/1999,Georgia
67,7/1/1999,Georgia
69,8/1/1999,Georgia
57,9/1/1999,Georgia
48,10/1/1999,Georgia
33,11/1/1999,Georgia
29,12/1/1999,Georgia
19,1/1/2000,Georgia
24,2/1/2000,Georgia
30,3/1/2000,Georgia
50,4/1/2000,Georgia
52,5/1/2000,Georgia
60,6/1/2000,Georgia
70,7/1/2000,Georgia
68,8/1/2000,Georgia
59,9/1/2000,Georgia
45,10/1/2000,Georgia
34,11/1/2000,Georgia
28,12/1/2000,Georgia
24,1/1/2001,Georgia
28,2/1/2001,Georgia
38,3/1/2001,Georgia
47,4/1/2001,Georgia
53,5/1/2001,Georgia
60,6/1/2001,Georgia
68,7/1/2001,Georgia
68,8/1/2001,Georgia
60,9/1/2001,Georgia
46,10/1/2001,Georgia
36,11/1/2001,Georgia
26,12/1/2001,Georgia
21,1/1/2002,Georgia
30,2/1/2002,Georgia
37,3/1/2002,Georgia
42,4/1/2002,Georgia
51,5/1/2002,Georgia
59,6/1/2002,Georgia
68,7/1/2002,Georgia
65,8/1/2002,Georgia
61,9/1/2002,Georgia
49,10/1/2002,Georgia
38,11/1/2002,Georgia
17,12/1/2002,Georgia
24,1/1/2003,Georgia
22,2/1/2003,Georgia
27,3/1/2003,Georgia
41,4/1/2003,Georgia
55,5/1/2003,Georgia
58,6/1/2003,Georgia
64,7/1/2003,Georgia
66,8/1/2003,Georgia
57,9/1/2003,Georgia
51,10/1/2003,Georgia
36,11/1/2003,Georgia
26,12/1/2003,Georgia
24,1/1/2004,Georgia
27,2/1/2004,Georgia
35,3/1/2004,Georgia
43,4/1/2004,Georgia
52,5/1/2004,Georgia
60,6/1/2004,Georgia
64,7/1/2004,Georgia
67,8/1/2004,Georgia
59,9/1/2004,Georgia
49,10/1/2004,Georgia
37,11/1/2004,Georgia
27,12/1/2004,Georgia
24,1/1/2005,Georgia
22,2/1/2005,Georgia
31,3/1/2005,Georgia
45,4/1/2005,Georgia
54,5/1/2005,Georgia
58,6/1/2005,Georgia
67,7/1/2005,Georgia
67,8/1/2005,Georgia
60,9/1/2005,Georgia
47,10/1/2005,Georgia
37,11/1/2005,Georgia
29,12/1/2005,Georgia
17,1/1/2006,Georgia
21,2/1/2006,Georgia
35,3/1/2006,Georgia
45,4/1/2006,Georgia
53,5/1/2006,Georgia
64,6/1/2006,Georgia
64,7/1/2006,Georgia
71,8/1/2006,Georgia
59,9/1/2006,Georgia
50,10/1/2006,Georgia
36,11/1/2006,Georgia
23,12/1/2006,Georgia
22,1/1/2007,Georgia
24,2/1/2007,Georgia
34,3/1/2007,Georgia
40,4/1/2007,Georgia
55,5/1/2007,Georgia
62,6/1/2007,Georgia
65,7/1/2007,Georgia
68,8/1/2007,Georgia
61,9/1/2007,Georgia
51,10/1/2007,Georgia
35,11/1/2007,Georgia
25,12/1/2007,Georgia
13,1/1/2008,Georgia
22,2/1/2008,Georgia
40,3/1/2008,Georgia
49,4/1/2008,Georgia
51,5/1/2008,Georgia
59,6/1/2008,Georgia
66,7/1/2008,Georgia
68,8/1/2008,Georgia
59,9/1/2008,Georgia
49,10/1/2008,Georgia
38,11/1/2008,Georgia
24,12/1/2008,Georgia
20,1/1/2009,Georgia
30,2/1/2009,Georgia
34,3/1/2009,Georgia
40,4/1/2009,Georgia
52,5/1/2009,Georgia
61,6/1/2009,Georgia
66,7/1/2009,Georgia
62,8/1/2009,Georgia
56,9/1/2009,Georgia
52,10/1/2009,Georgia
38,11/1/2009,Georgia
31,12/1/2009,Georgia
26,1/1/2010,Georgia
28,2/1/2010,Georgia
35,3/1/2010,Georgia
43,4/1/2010,Georgia
54,5/1/2010,Georgia
65,6/1/2010,Georgia
68,7/1/2010,Georgia
69,8/1/2010,Georgia
62,9/1/2010,Georgia
48,10/1/2010,Georgia
42,11/1/2010,Georgia
34,12/1/2010,Georgia
24,1/1/2011,Georgia
23,2/1/2011,Georgia
32,3/1/2011,Georgia
42,4/1/2011,Georgia
52,5/1/2011,Georgia
61,6/1/2011,Georgia
69,7/1/2011,Georgia
65,8/1/2011,Georgia
58,9/1/2011,Georgia
46,10/1/2011,Georgia
29,11/1/2011,Georgia
25,12/1/2011,Georgia
23,1/1/2012,Georgia
15,2/1/2012,Georgia
27,3/1/2012,Georgia
48,4/1/2012,Georgia
57,5/1/2012,Georgia
64,6/1/2012,Georgia
66,7/1/2012,Georgia
68,8/1/2012,Georgia
60,9/1/2012,Georgia
53,10/1/2012,Georgia
40,11/1/2012,Georgia
26,12/1/2012,Georgia
25,1/1/2013,Georgia
30,2/1/2013,Georgia
36,3/1/2013,Georgia
46,4/1/2013,Georgia
57,5/1/2013,Georgia
62,6/1/2013,Georgia
63,7/1/2013,Georgia
65,8/1/2013,Georgia
57,9/1/2013,Georgia
45,10/1/2013,Georgia
36,11/1/2013,Georgia
20,12/1/2013,Georgia
22,1/1/2014,Georgia
27,2/1/2014,Georgia
37,3/1/2014,Georgia
46,4/1/2014,Georgia
56,5/1/2014,Georgia
62,6/1/2014,Georgia
67,7/1/2014,Georgia
70,8/1/2014,Georgia
60,9/1/2014,Georgia
46,10/1/2014,Georgia
34,11/1/2014,Georgia
30,12/1/2014,Georgia
25,1/1/2015,Georgia
29,2/1/2015,Georgia
34,3/1/2015,Georgia
44,4/1/2015,Georgia
53,5/1/2015,Georgia
61,6/1/2015,Georgia
68,7/1/2015,Georgia
68,8/1/2015,Georgia
64,9/1/2015,Georgia
48,10/1/2015,Georgia
37,11/1/2015,Georgia
26,12/1/2015,Georgia
82,1/1/1991,Ghana
86,2/1/1991,Ghana
86,3/1/1991,Ghana
84,4/1/1991,Ghana
82,5/1/1991,Ghana
81,6/1/1991,Ghana
78,7/1/1991,Ghana
78,8/1/1991,Ghana
79,9/1/1991,Ghana
79,10/1/1991,Ghana
81,11/1/1991,Ghana
79,12/1/1991,Ghana
79,1/1/1992,Ghana
85,2/1/1992,Ghana
86,3/1/1992,Ghana
85,4/1/1992,Ghana
83,5/1/1992,Ghana
79,6/1/1992,Ghana
78,7/1/1992,Ghana
77,8/1/1992,Ghana
78,9/1/1992,Ghana
80,10/1/1992,Ghana
80,11/1/1992,Ghana
80,12/1/1992,Ghana
79,1/1/1993,Ghana
84,2/1/1993,Ghana
84,3/1/1993,Ghana
85,4/1/1993,Ghana
84,5/1/1993,Ghana
80,6/1/1993,Ghana
78,7/1/1993,Ghana
78,8/1/1993,Ghana
79,9/1/1993,Ghana
81,10/1/1993,Ghana
82,11/1/1993,Ghana
80,12/1/1993,Ghana
81,1/1/1994,Ghana
85,2/1/1994,Ghana
86,3/1/1994,Ghana
85,4/1/1994,Ghana
83,5/1/1994,Ghana
80,6/1/1994,Ghana
78,7/1/1994,Ghana
78,8/1/1994,Ghana
79,9/1/1994,Ghana
80,10/1/1994,Ghana
81,11/1/1994,Ghana
79,12/1/1994,Ghana
80,1/1/1995,Ghana
85,2/1/1995,Ghana
86,3/1/1995,Ghana
85,4/1/1995,Ghana
84,5/1/1995,Ghana
81,6/1/1995,Ghana
79,7/1/1995,Ghana
79,8/1/1995,Ghana
79,9/1/1995,Ghana
81,10/1/1995,Ghana
81,11/1/1995,Ghana
81,12/1/1995,Ghana
82,1/1/1996,Ghana
85,2/1/1996,Ghana
86,3/1/1996,Ghana
85,4/1/1996,Ghana
84,5/1/1996,Ghana
80,6/1/1996,Ghana
79,7/1/1996,Ghana
78,8/1/1996,Ghana
78,9/1/1996,Ghana
80,10/1/1996,Ghana
81,11/1/1996,Ghana
80,12/1/1996,Ghana
82,1/1/1997,Ghana
84,2/1/1997,Ghana
86,3/1/1997,Ghana
